Emp ID,First Name,Last Name,Gender,E Mail,Father's Name,Mother's Name,Date of Birth,Age in Yrs.,Date of Joining,Salary,SSN,Phone No. 
432168,Jermaine,Sykes,M,jermaine.sykes@apple.com,Garth Sykes,Sheila Sykes,1/18/1990,27.54,5/24/2016,122631,558-99-4351,239-204-8747
463784,Scott,Best,M,scott.best@cox.net,Chase Best,Wendi Best,8/24/1990,26.95,12/22/2015,45210,118-98-6210,307-504-4165
721098,Isabel,Espinoza,F,isabel.espinoza@gmail.com,Kennith Espinoza,Louisa Espinoza,12-09-1971,45.67,10/14/1993,115858,393-33-2020,405-622-8606
392678,Marcelino,Kinney,M,marcelino.kinney@gmail.com,Alexander Kinney,Elizabeth Kinney,1/26/1996,21.52,2/28/2017,178750,013-94-1066,479-929-0873
880704,Benjamin,Jennings,M,benjamin.jennings@gmail.com,Wilfredo Jennings,Toni Jennings,5/21/1977,40.21,06-10-2001,115574,585-99-8326,907-621-7774
186102,Marcia,Casey,F,marcia.casey@gmail.com,Lynn Casey,Melinda Casey,7/24/1966,51.05,11-08-2013,118607,433-99-1252,210-804-3397
350367,Rudolph,Gordon,M,rudolph.gordon@aol.com,Shelton Gordon,Valerie Gordon,4/28/1979,38.28,11-12-2001,98990,461-99-0808,304-418-1131
893976,Beverly,Rosales,F,beverly.rosales@yahoo.com,Jerrod Rosales,Dianna Rosales,03-04-1975,42.43,4/24/2005,139394,475-55-0832,217-490-8205
542826,Marcus,Bolton,M,marcus.bolton@aol.com,Ernie Bolton,Gloria Bolton,07-05-1977,40.09,01-09-2011,63525,068-02-2280,212-514-2721
590579,Priscilla,Mays,F,priscilla.mays@gmail.com,Will Mays,Alexandra Mays,09-04-1985,31.92,2/26/2017,185105,377-37-1416,231-346-3176
297741,Lynn,Pena,F,lynn.pena@yahoo.co.in,Joshua Pena,Carey Pena,8/14/1962,54.99,11-08-1996,48443,524-99-3502,217-334-0502
458320,Tessa,Pace,F,tessa.pace@aol.com,Edwin Pace,Matilda Pace,12-07-1957,59.68,12/29/2012,44198,135-25-6072,319-672-2590
297059,Rufus,Guerra,M,rufus.guerra@rediffmail.com,Carmen Guerra,Regina Guerra,12/25/1967,49.62,05-01-2004,169620,200-84-8326,212-472-1331
874971,Roman,Clark,M,roman.clark@aol.com,Denny Clark,Nola Clark,12/25/1962,54.63,01-08-1985,125299,093-02-5729,215-567-2136
136626,Carmela,Jefferson,F,carmela.jefferson@walmart.com,Emile Jefferson,Lena Jefferson,3/17/1975,42.39,2/27/2003,132431,395-33-1359,239-941-5976
865495,Thurman,Good,M,thurman.good@yahoo.com,Tim Good,Selena Good,1/27/1996,21.52,02-06-2017,118525,306-37-8083,217-874-3909
415161,Lemuel,Guerrero,M,lemuel.guerrero@aol.com,Silas Guerrero,Cecelia Guerrero,06-07-1985,32.16,10/15/2011,127772,759-12-8112,215-226-4111
279563,Clint,Bridges,M,clint.bridges@aol.com,Jimmy Bridges,Leila Bridges,05-03-1994,23.25,10/14/2015,67442,366-39-9002,217-331-1409
201710,Karyn,Christian,F,karyn.christian@aol.com,Joel Christian,Laverne Christian,5/22/1983,34.21,6/18/2017,96197,338-11-7664,206-731-9312
722543,Lesa,Hughes,F,lesa.hughes@bp.com,Angelo Hughes,Johnnie Hughes,2/13/1981,36.48,01-03-2016,96641,302-15-6438,219-822-4544
909337,Rich,Bates,M,rich.bates@apple.com,Dario Bates,Selma Bates,2/28/1989,28.43,1/22/2011,145181,762-12-7813,270-833-4069
601071,Liz,Frank,F,liz.frank@hotmail.com,Jules Frank,Eva Frank,3/15/1986,31.39,2/14/2009,199943,361-08-6826,339-926-4628
269523,Kendra,Villarreal,F,kendra.villarreal@gmail.com,Abraham Villarreal,Beryl Villarreal,10/22/1963,53.8,3/30/2007,144517,298-15-2734,319-625-4770
310986,Maryellen,Mcfadden,F,maryellen.mcfadden@hotmail.co.uk,Terrell Mcfadden,Jewel Mcfadden,10-03-1975,41.85,4/14/2017,94221,437-99-3995,479-467-9379
323914,German,Carney,M,german.carney@aol.com,Damien Carney,Elvia Carney,7/21/1958,59.06,5/14/2000,84824,117-98-3137,231-975-6713
928739,Micheal,Shannon,M,micheal.shannon@earthlink.net,Jackson Shannon,Casey Shannon,12-08-1986,30.66,2/27/2015,143864,610-87-0573,217-864-7925
238992,Carlo,Albert,M,carlo.albert@gmail.com,Sydney Albert,Clarice Albert,12-06-1961,55.68,12/26/1996,104197,684-24-8918,212-267-9103
434046,Bianca,Langley,F,bianca.langley@gmail.com,Elvis Langley,Georgina Langley,06-03-1960,57.19,4/14/1994,80844,548-99-1891,228-683-5798
971444,Elias,Cabrera,M,elias.cabrera@yahoo.com,Boyd Cabrera,Laurel Cabrera,7/13/1990,27.06,05-02-2016,87962,327-11-4323,215-258-0052
602683,Alberta,Chapman,F,alberta.chapman@comcast.net,Bradley Chapman,Karla Chapman,06-05-1972,45.18,6/29/1999,125428,043-15-2394,212-884-9934
145327,Erin,Olsen,M,erin.olsen@yahoo.ca,Nick Olsen,Essie Olsen,08-08-1994,22.99,4/19/2016,66575,078-02-5597,215-325-1574
597202,Frederic,Stephenson,M,frederic.stephenson@gmail.com,Jeremy Stephenson,Clara Stephenson,10/15/1969,47.82,4/23/2013,192498,718-18-4544,314-672-3681
168824,Tanner,Caldwell,M,tanner.caldwell@aol.com,Harlan Caldwell,Adriana Caldwell,04-08-1968,49.34,06-06-1999,116635,651-62-1143,219-315-4592
616665,Clarence,Powers,M,clarence.powers@gmail.com,Chase Powers,Aileen Powers,07-05-1982,35.09,04-11-2005,108511,485-41-0226,229-748-1788
396135,German,Sheppard,M,german.sheppard@gmail.com,Lamar Sheppard,Erin Sheppard,7/29/1991,26.02,10/24/2014,110021,521-99-4180,252-794-3936
966525,Dion,Duffy,M,dion.duffy@aol.com,Tim Duffy,Carmen Duffy,04-06-1995,22.33,1/16/2017,124074,537-71-4655,201-358-5413
362287,Cornelius,Townsend,M,cornelius.townsend@charter.net,Thomas Townsend,Melisa Townsend,06-02-1970,47.19,4/26/2009,176165,440-29-7897,314-501-3342
798646,Patsy,Koch,F,patsy.koch@gmail.com,Wilfredo Koch,Kerry Koch,7/15/1984,33.06,03-09-2010,87146,607-87-2784,229-844-7119
451972,Waldo,Shields,M,waldo.shields@aol.com,Clarence Shields,Shelly Shields,11/29/1970,46.69,2/22/2012,62435,770-02-3111,270-993-0450
993675,Damien,Rose,M,damien.rose@gmail.com,Norman Rose,Earnestine Rose,7/15/1965,52.07,12/17/2005,161871,619-87-8206,304-392-5876
807964,Curt,Bridges,M,curt.bridges@microsoft.com,Reid Bridges,Cecile Bridges,10/22/1978,38.79,9/17/2011,97656,633-31-8420,239-399-1809
769123,Brenton,Matthews,M,brenton.matthews@bellsouth.net,Billy Matthews,Lindsay Matthews,11-06-1970,46.76,12/27/1994,98023,495-29-4565,216-585-2060
395792,Miguel,Finley,M,miguel.finley@gmail.com,Jaime Finley,Leola Finley,07-06-1980,37.08,07-12-2004,103749,698-16-2863,405-566-7872
929791,Esperanza,Paul,F,esperanza.paul@aol.com,Alonzo Paul,Hilda Paul,12-10-1960,56.67,3/14/1990,176095,318-11-9459,236-750-2453
141326,Patricia,Briggs,F,patricia.briggs@yahoo.com,Dalton Briggs,Sally Briggs,11/13/1975,41.73,05-05-2000,160494,711-18-1075,240-914-8001
232794,Forrest,Noel,M,forrest.noel@hotmail.com,Johnie Noel,Judith Noel,3/25/1978,39.37,04-05-1999,112988,107-98-0848,239-609-5243
946835,Marjorie,Wells,F,marjorie.wells@bp.com,Morton Wells,Frankie Wells,9/14/1961,55.91,12-02-2005,128425,725-18-0941,316-282-5461
894936,Vivian,Burnett,F,vivian.burnett@gmail.com,Stephen Burnett,Shana Burnett,02-09-1960,57.5,09-06-2001,93355,001-11-5958,236-831-5026
946630,Duncan,Chen,M,duncan.chen@yahoo.co.uk,Edmond Chen,Concetta Chen,2/17/1964,53.48,11-02-2000,154843,247-99-3757,239-879-2427
381338,Miriam,Barrett,F,miriam.barrett@yahoo.ca,Rob Barrett,Imogene Barrett,6/25/1990,27.11,03-08-2016,131543,031-92-2692,210-779-7802
141178,Adam,Kirby,M,adam.kirby@yahoo.ca,Harry Kirby,Phyllis Kirby,08-11-1963,54,08-03-2015,107957,152-23-6880,208-736-4975
169763,Benjamin,Macdonald,M,benjamin.macdonald@gmail.com,Roberto Macdonald,Ursula Macdonald,5/16/1976,41.23,4/20/1999,89172,295-15-3529,316-561-5979
326358,Neil,Murray,M,neil.murray@apple.com,Boris Murray,Annmarie Murray,9/17/1985,31.88,3/24/2016,84151,375-37-8892,603-851-8092
185077,Nichole,Oneil,F,nichole.oneil@shaw.ca,Darrel Oneil,Cynthia Oneil,11/30/1957,59.7,3/24/2008,153345,768-02-1938,209-683-3370
901185,Jonathon,Pearson,M,jonathon.pearson@yahoo.com,Mitch Pearson,Jimmie Pearson,9/30/1967,49.86,8/17/2015,173372,263-99-7250,240-746-0671
264960,Brent,Bryant,M,brent.bryant@aol.com,Melvin Bryant,Becky Bryant,05-09-1960,57.26,12/30/1985,180468,592-99-1277,423-391-0195
248449,Carlene,Cain,F,carlene.cain@rediffmail.com,Jess Cain,Cheri Cain,11/25/1985,31.69,6/25/2007,107647,056-02-8441,210-510-0508
906870,Arnulfo,Pittman,M,arnulfo.pittman@yahoo.ca,Erik Pittman,Lawanda Pittman,9/26/1972,44.87,05-11-2002,190709,355-08-6207,215-333-8078
160503,Nickolas,Williams,M,nickolas.williams@gmail.com,Jarvis Williams,Leola Williams,6/23/1985,32.12,6/15/2009,97725,501-37-0648,307-656-9306
212917,Raymundo,Kramer,M,raymundo.kramer@aol.com,Kris Kramer,Jacklyn Kramer,4/29/1975,42.28,07-01-2002,178073,526-99-6591,252-396-5055
337955,Jeremiah,Dotson,M,jeremiah.dotson@cox.net,Giovanni Dotson,Diana Dotson,7/16/1988,29.05,1/21/2015,42840,562-99-8892,216-364-7679
171553,Tanner,Matthews,M,tanner.matthews@rediffmail.com,Terence Matthews,Earnestine Matthews,9/24/1976,40.87,12-07-2008,161106,602-87-3904,907-768-0562
433510,Dorian,Foster,M,dorian.foster@gmail.com,Abraham Foster,Robbie Foster,7/24/1960,57.05,8/15/2009,98604,021-94-2703,304-937-0141
970502,Nora,Hansen,F,nora.hansen@yahoo.co.uk,Fredric Hansen,Mercedes Hansen,11/13/1982,34.73,06-01-2004,159223,766-04-0139,319-877-0443
668717,Danial,Watts,M,danial.watts@hotmail.com,Sydney Watts,Bettye Watts,8/15/1959,57.99,06-09-2013,188022,235-57-6265,206-245-0115
479832,Nelson,Mcintosh,M,nelson.mcintosh@bp.com,Everett Mcintosh,Polly Mcintosh,8/17/1975,41.98,7/15/2005,139662,100-02-9212,239-650-1951
273645,Manuel,Fulton,M,manuel.fulton@gmail.com,Van Fulton,Margret Fulton,7/16/1983,34.06,6/29/2017,80629,695-16-1078,339-281-4930
266284,Dominic,Henson,M,dominic.henson@aol.com,Edwin Henson,Jodie Henson,04-08-1979,38.33,02-06-2003,180062,670-48-0872,314-758-8742
332802,Lowell,Erickson,M,lowell.erickson@gmail.com,Zachariah Erickson,Beryl Erickson,09-02-1982,34.93,10/23/2013,104764,506-57-1112,308-308-0823
166615,Jayne,Coleman,F,jayne.coleman@yahoo.ca,Cyril Coleman,Leta Coleman,8/18/1980,36.97,11/27/2010,171662,361-08-7099,236-667-5880
953967,Cornell,Daniel,M,cornell.daniel@yahoo.com,Linwood Daniel,Elinor Daniel,5/27/1960,57.21,10/31/2004,197951,285-15-0464,212-208-7933
114425,Doris,Glenn,F,doris.glenn@yahoo.co.uk,Howard Glenn,Maxine Glenn,1/14/1976,41.56,09-02-2002,188137,695-16-1021,270-590-4835
676618,Tabatha,Gonzales,F,tabatha.gonzales@sbcglobal.net,Darrell Gonzales,Cindy Gonzales,06-09-1966,51.17,08-07-2009,160421,601-99-3515,215-935-5310
581563,Jerome,Foreman,M,jerome.foreman@verizon.net,Jarvis Foreman,Ramona Foreman,12-11-1988,28.65,8/28/2015,125044,525-99-8310,203-633-8482
925484,Elton,Ferguson,M,elton.ferguson@ibm.com,Hung Ferguson,Gale Ferguson,11/30/1982,34.68,05-09-2006,176750,060-02-7585,217-662-5907
328562,Stacy,Jennings,M,stacy.jennings@gmail.com,Hal Jennings,Frankie Jennings,06-06-1980,37.17,6/28/2006,134904,772-02-1098,225-548-6104
759248,Rory,Fowler,M,rory.fowler@shaw.ca,Frederick Fowler,Autumn Fowler,03-06-1976,41.42,12/22/2004,70626,582-99-8089,215-234-1586
158543,Greg,Kane,M,greg.kane@bp.com,Alfonzo Kane,Kris Kane,4/13/1964,53.33,5/21/1992,62904,359-08-4375,270-884-8389
275491,Julian,Russo,M,julian.russo@gmail.com,Jeff Russo,Jane Russo,4/15/1958,59.33,1/27/1988,117739,193-86-6196,207-313-8110
257927,Agnes,Herman,F,agnes.herman@gmail.com,Miguel Herman,Katina Herman,12-12-1975,41.65,01-04-1998,128225,285-15-4898,303-834-2433
144114,Nancy,Gillespie,F,nancy.gillespie@ibm.com,Julio Gillespie,Ophelia Gillespie,4/26/1980,37.28,02-03-2011,41796,571-99-8980,217-435-0157
262843,Tyrone,Soto,M,tyrone.soto@yahoo.com,Danial Soto,Susanna Soto,04-07-1973,44.34,10/26/2002,175995,260-99-2602,215-785-6734
963676,Bradley,Chan,M,bradley.chan@hotmail.com,Winston Chan,Iva Chan,6/30/1979,38.1,12-02-2002,58663,578-53-2084,503-254-6301
745672,Emile,Love,M,emile.love@gmail.com,Timothy Love,Yvonne Love,10/19/1980,36.8,1/23/2011,144867,463-99-4496,236-371-6203
135089,Zachary,Gregory,M,zachary.gregory@cox.net,Kenton Gregory,Georgina Gregory,11/14/1986,30.72,7/14/2010,193629,022-92-4866,907-896-4031
593953,Tara,Gutierrez,F,tara.gutierrez@aol.com,Warren Gutierrez,Simone Gutierrez,1/29/1971,46.53,8/17/1995,115223,533-71-1082,239-922-7150
169348,Aubrey,Pugh,M,aubrey.pugh@gmail.com,Paul Pugh,Jimmie Pugh,12/13/1993,23.64,03-01-2016,56797,029-92-8064,239-405-4736
976096,Carroll,Sweeney,M,carroll.sweeney@walmart.com,Erin Sweeney,Tamara Sweeney,6/13/1989,28.14,6/22/2016,103003,496-29-5249,218-412-2298
790389,Claudette,Solomon,F,claudette.solomon@yahoo.com,Rodger Solomon,Darlene Solomon,12/20/1984,32.62,7/24/2014,181603,715-18-3952,308-298-8715
143898,Ricky,Bowers,M,ricky.bowers@hotmail.com,Doug Bowers,Janice Bowers,11-05-1976,40.75,12/28/2008,124155,579-53-3688,205-610-5770
749765,Brian,Fitzpatrick,M,brian.fitzpatrick@gmail.com,Darrel Fitzpatrick,Carrie Fitzpatrick,11/30/1978,38.68,11-09-2007,151448,076-02-8987,239-710-0174
877422,Nicholas,Branch,M,nicholas.branch@gmail.com,Rolland Branch,Deanna Branch,02-04-1992,25.5,6/13/2013,134715,582-99-0794,209-630-8100
825343,Eileen,Hobbs,F,eileen.hobbs@gmail.com,Xavier Hobbs,Mercedes Hobbs,05-10-1964,53.25,08-01-1994,139476,721-18-8978,262-747-2220
155570,Colin,Wilson,M,colin.wilson@yahoo.com,Benny Wilson,Sheena Wilson,3/14/1976,41.4,4/15/2002,131510,456-99-5072,210-884-1227
587361,Rosario,Trevino,F,rosario.trevino@hotmail.co.uk,Nolan Trevino,Alyssa Trevino,12/20/1960,56.64,6/30/2001,46453,438-99-6733,239-837-1872
191240,Salvador,Gutierrez,M,salvador.gutierrez@hotmail.com,Zachariah Gutierrez,Kathrine Gutierrez,2/27/1994,23.43,1/24/2016,98487,433-99-8048,270-927-3494
404070,Aldo,Medina,M,aldo.medina@gmail.com,Adolfo Medina,Darcy Medina,11-06-1973,43.75,10-04-2009,61791,450-99-2217,701-676-5051
192175,Bret,Blevins,M,bret.blevins@gmail.com,Mickey Blevins,Marie Blevins,9/30/1979,37.85,07-11-2015,163665,097-02-5670,231-210-4653
825853,Dominic,Mosley,M,dominic.mosley@gmail.com,Jesse Mosley,Deana Mosley,7/19/1996,21.04,7/27/2017,112683,524-99-5211,206-882-1588
430843,Karina,Owens,F,karina.owens@gmail.com,Francis Owens,Sheri Owens,10/30/1957,59.78,6/30/1984,91713,021-94-2215,605-328-0861
597805,Marquis,Perkins,M,marquis.perkins@aol.com,Gil Perkins,Kelley Perkins,11/30/1984,32.68,04-07-2012,186371,395-33-0468,212-941-0218
651120,Damon,Solomon,M,damon.solomon@aol.com,Grant Solomon,Louisa Solomon,7/31/1964,53.03,05-10-2008,157154,074-02-6697,218-273-9680
995242,Leonel,Atkins,M,leonel.atkins@hotmail.com,Roderick Atkins,Rena Atkins,07-11-1996,21.06,7/27/2017,190537,191-86-5365,304-862-3580
839558,Teddy,Merritt,M,teddy.merritt@msn.com,Garry Merritt,Louella Merritt,06-10-1977,40.16,5/15/2010,43192,330-11-1775,215-283-5083
398788,Alexandria,Long,F,alexandria.long@hotmail.com,Gregorio Long,Katharine Long,2/15/1989,28.47,11/16/2010,136817,351-08-0065,217-924-3225
166790,Margaret,Reilly,F,margaret.reilly@yahoo.com,Elmer Reilly,Kasey Reilly,10-05-1971,45.84,01-08-1995,131166,085-02-5151,239-788-2444
581261,Willis,Rose,M,willis.rose@gmail.com,Lazaro Rose,Lorene Rose,7/27/1979,38.03,12/25/2010,192446,502-37-0169,236-423-4606
793523,Donovan,Bowman,M,donovan.bowman@hotmail.com,Sebastian Bowman,Opal Bowman,03-03-1987,30.42,9/16/2011,145629,333-11-3489,207-867-3545
178602,Kristina,Mcgowan,F,kristina.mcgowan@gmail.com,Brad Mcgowan,Minnie Mcgowan,8/29/1978,38.94,05-11-2007,185016,177-86-1872,209-530-2084
346662,Garth,Clarke,M,garth.clarke@yahoo.com,Willard Clarke,Herminia Clarke,11-11-1969,47.74,11-07-2015,80047,473-55-8809,270-393-1575
817037,Martin,Buchanan,M,martin.buchanan@charter.net,Aubrey Buchanan,Petra Buchanan,9/14/1974,42.9,7/14/2001,105374,698-16-9625,205-434-3924
648913,Irwin,Jenkins,M,irwin.jenkins@aol.com,Rodney Jenkins,Concetta Jenkins,5/20/1975,42.22,5/23/2013,48133,027-92-7402,231-682-6128
924281,Reynaldo,Sosa,M,reynaldo.sosa@gmail.com,Alec Sosa,Ana Sosa,10/15/1965,51.82,05-03-1989,153633,583-99-6285,212-493-7300
951857,Sherri,Snyder,F,sherri.snyder@gmail.com,Dominic Snyder,Leanna Snyder,5/30/1991,26.18,8/21/2013,65798,690-22-1232,314-249-8205
474759,Johnny,Dunlap,M,johnny.dunlap@gmail.com,Ashley Dunlap,Terri Dunlap,11-02-1962,54.77,7/15/2012,193315,473-55-5773,229-688-3291
144715,Earnest,Kirk,M,earnest.kirk@gmail.com,Tod Kirk,Ava Kirk,03-01-1965,52.44,9/21/2005,168726,424-65-1841,207-952-5215
141086,Bernardo,Mcdowell,M,bernardo.mcdowell@gmail.com,Jarrett Mcdowell,Rosario Mcdowell,5/28/1963,54.21,4/24/2003,118615,065-02-8230,239-768-1883
633255,Yvette,Warner,F,yvette.warner@yahoo.com,Loren Warner,Jill Warner,6/17/1996,21.13,07-09-2017,190579,080-02-6759,215-245-5970
768457,Robby,Jordan,M,robby.jordan@comcast.net,Reuben Jordan,Althea Jordan,3/20/1974,43.39,03-12-2007,119793,731-28-7678,206-604-6965
583282,Carolina,Coleman,F,carolina.coleman@aol.com,Earl Coleman,Goldie Coleman,10/30/1994,22.76,07-01-2016,166828,522-99-8409,239-928-5690
421955,Sonia,Cook,F,sonia.cook@gmail.com,Scotty Cook,Marva Cook,07-03-1965,52.1,12/25/2012,191691,211-84-2167,236-937-1339
556491,Larry,Tran,M,larry.tran@gmail.com,Hunter Tran,Lorna Tran,01-12-1970,47.57,3/15/2007,129203,145-23-5514,304-994-1002
701223,Esmeralda,Grant,F,esmeralda.grant@yahoo.com,Oliver Grant,Lucinda Grant,12/19/1990,26.62,1/24/2013,190367,536-71-6439,262-728-1705
122005,Candy,Singleton,F,candy.singleton@hotmail.com,Russ Singleton,Nadine Singleton,6/29/1981,36.1,04-11-2017,175771,334-11-6997,205-585-4936
461385,Emma,Obrien,F,emma.obrien@gmail.com,Cameron Obrien,Michele Obrien,9/15/1966,50.9,12-02-2012,182870,425-99-7082,262-707-3676
249180,Scot,Beach,M,scot.beach@sbcglobal.net,Ivan Beach,Elvia Beach,7/31/1980,37.02,6/29/2010,141641,756-12-8398,319-334-1932
634658,Rolland,Mendoza,M,rolland.mendoza@yahoo.com,Daren Mendoza,Magdalena Mendoza,08-05-1966,51.01,1/26/2015,75123,180-86-0187,228-727-6767
842752,Tommie,Sanchez,F,tommie.sanchez@gmail.com,Agustin Sanchez,Brittney Sanchez,06-06-1974,43.17,9/25/1997,155291,148-23-0773,205-823-2834
513773,Jessie,Cortez,M,jessie.cortez@exxonmobil.com,Hollis Cortez,Katelyn Cortez,9/20/1981,35.88,4/16/2016,102944,165-86-1499,239-810-9402
781472,Isiah,Guthrie,M,isiah.guthrie@bellsouth.net,Adrian Guthrie,Trisha Guthrie,8/19/1965,51.98,05-06-2009,45519,100-02-2099,385-228-9893
747200,Janelle,Gill,F,janelle.gill@gmail.com,Santos Gill,Marissa Gill,5/27/1962,55.21,7/13/1999,131182,390-33-9081,236-897-3910
932425,Christoper,Haynes,M,christoper.haynes@yahoo.com,Mathew Haynes,Bertie Haynes,09-01-1979,37.93,2/24/2014,84029,488-29-1186,210-869-1768
962851,Kathie,Kirby,F,kathie.kirby@sbcglobal.net,Dwayne Kirby,Nona Kirby,11/22/1986,30.7,7/30/2011,65985,492-29-8466,505-502-1526
168829,Antonia,Kinney,F,antonia.kinney@gmail.com,Hans Kinney,Deirdre Kinney,02-09-1985,32.48,5/26/2006,148623,125-98-4079,239-363-8520
603575,Ophelia,Wagner,F,ophelia.wagner@ibm.com,Galen Wagner,Mabel Wagner,02-02-1972,45.52,11/25/2013,45192,083-02-0316,480-956-7391
419075,Hallie,Cervantes,F,hallie.cervantes@aol.com,Burton Cervantes,Georgia Cervantes,6/30/1979,38.1,04-03-2016,192037,649-56-2968,270-272-6620
224473,Adriana,Mcfarland,F,adriana.mcfarland@outlook.com,Harold Mcfarland,Alison Mcfarland,8/29/1978,38.94,01-10-2000,71847,256-99-0570,308-264-5555
552582,Jana,Weiss,F,jana.weiss@gmail.com,Winston Weiss,Angel Weiss,01-04-1968,49.6,06-03-2000,141390,315-35-7587,229-852-3944
724235,Quentin,Benson,M,quentin.benson@gmail.com,Kermit Benson,Blanche Benson,3/21/1980,37.38,4/17/2013,75837,131-98-3113,262-949-3970
908007,Debra,Pena,F,debra.pena@ibm.com,Theron Pena,Faye Pena,11/25/1990,26.69,9/17/2015,113267,168-86-9131,215-707-4774
871610,Kenton,Moreno,M,kenton.moreno@shell.com,Emmett Moreno,Kristie Moreno,1/19/1993,24.54,01-08-2016,148664,647-21-4922,217-404-9496
